rank,codepoint_hex,char_display,count,fraction_of_total,unicode_major_category,unicode_bucket,unicode_name
7821,U+8438,萸,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8438
7822,U+8445,葅,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8445
7823,U+8446,葆,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8446
7824,U+8461,葡,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8461
7825,U+8466,葦,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8466
7826,U+846B,葫,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-846B
7827,U+847A,葺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-847A
7828,U+848B,蒋,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-848B
7829,U+8490,蒐,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8490
7830,U+8494,蒔,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8494
7831,U+84BF,蒿,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-84BF
7832,U+84D1,蓑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-84D1
7833,U+8511,蔑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8511
7834,U+8513,蔓,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8513
7835,U+8518,蔘,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8518
7836,U+8526,蔦,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8526
7837,U+852D,蔭,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-852D
7838,U+8556,蕖,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8556
7839,U+8557,蕗,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8557
7840,U+8559,蕙,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8559
7841,U+856A,蕪,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-856A
7842,U+857E,蕾,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-857E
7843,U+8591,薑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8591
7844,U+85C1,藁,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-85C1
7845,U+85FB,藻,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-85FB
7846,U+8604,蘄,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8604
7847,U+860A,蘊,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-860A
7848,U+8654,虔,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8654
7849,U+865C,虜,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-865C
7850,U+866B,虫,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-866B
7851,U+867A,虺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-867A
7852,U+867D,虽,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-867D
7853,U+868A,蚊,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-868A
7854,U+86A9,蚩,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-86A9
7855,U+8700,蜀,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8700
7856,U+8702,蜂,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8702
7857,U+8774,蝴,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8774
7858,U+87BA,螺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-87BA
7859,U+87E0,蟠,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-87E0
7860,U+87EC,蟬,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-87EC
7861,U+881B,蠛,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-881B
7862,U+881F,蠟,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-881F
7863,U+8840,血,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8840
7864,U+884D,衍,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-884D
7865,U+8862,衢,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8862
7866,U+8888,袈,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8888
7867,U+88DF,裟,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-88DF
7868,U+88E8,裨,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-88E8
7869,U+88F3,裳,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-88F3
7870,U+88F5,裵,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-88F5
7871,U+8907,複,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8907
7872,U+8918,褘,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8918
7873,U+8956,襖,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8956
7874,U+895F,襟,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-895F
7875,U+896A,襪,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-896A
7876,U+8987,覇,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8987
7877,U+899A,覚,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-899A
7878,U+89A7,覧,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-89A7
7879,U+89BA,覺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-89BA
7880,U+89BD,覽,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-89BD
7881,U+89C1,见,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-89C1
7882,U+89C2,观,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-89C2
7883,U+89C9,觉,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-89C9
7884,U+8A1F,訟,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A1F
7885,U+8A23,訣,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A23
7886,U+8A33,訳,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A33
7887,U+8A3B,註,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A3B
7888,U+8A3C,証,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A3C
7889,U+8A3E,訾,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A3E
7890,U+8A5D,詝,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A5D
7891,U+8A60,詠,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A60
7892,U+8A62,詢,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A62
7893,U+8A6B,詫,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A6B
7894,U+8A79,詹,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A79
7895,U+8A8D,認,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A8D
7896,U+8A93,誓,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8A93
7897,U+8AA4,誤,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8AA4
7898,U+8AB2,課,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8AB2
7899,U+8ACF,諏,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8ACF
7900,U+8AD2,諒,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8AD2
7901,U+8ADD,諝,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8ADD
7902,U+8AE6,諦,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8AE6
7903,U+8AEB,諫,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8AEB
7904,U+8AF1,諱,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8AF1
7905,U+8AFA,諺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8AFA
7906,U+8B02,謂,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B02
7907,U+8B3E,謾,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B3E
7908,U+8B58,識,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B58
7909,U+8B5A,譚,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B5A
7910,U+8B5C,譜,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B5C
7911,U+8B5F,譟,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B5F
7912,U+8B7D,譽,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B7D
7913,U+8B90,讐,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8B90
7914,U+8BAE,议,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8BAE
7915,U+8BD1,译,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8BD1
7916,U+8BD5,试,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8BD5
7917,U+8BDA,诚,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8BDA
7918,U+8BDB,诛,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8BDB
7919,U+8BFA,诺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8BFA
7920,U+8C03,调,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8C03
7921,U+8C0C,谌,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8C0C
7922,U+8C10,谐,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8C10
7923,U+8C55,豕,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8C55
7924,U+8C62,豢,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8C62
7925,U+8CA2,貢,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CA2
7926,U+8CA7,貧,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CA7
7927,U+8CAC,責,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CAC
7928,U+8CAF,貯,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CAF
7929,U+8CB0,貰,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CB0
7930,U+8CB7,買,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CB7
7931,U+8CB8,貸,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CB8
7932,U+8CBB,費,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CBB
7933,U+8CC3,賃,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CC3
7934,U+8CD1,賑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CD1
7935,U+8CD3,賓,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CD3
7936,U+8CDC,賜,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CDC
7937,U+8CED,賭,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CED
7938,U+8CFD,賽,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8CFD
7939,U+8D1E,贞,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D1E
7940,U+8D34,贴,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D34
7941,U+8D35,贵,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D35
7942,U+8D37,贷,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D37
7943,U+8D39,费,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D39
7944,U+8D3E,贾,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D3E
7945,U+8D44,资,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D44
7946,U+8D50,赐,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D50
7947,U+8D56,赖,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D56
7948,U+8D73,赳,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8D73
7949,U+8DBE,趾,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8DBE
7950,U+8DC2,跂,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8DC2
7951,U+8DD6,跖,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8DD6
7952,U+8DDD,距,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8DDD
7953,U+8DEA,跪,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8DEA
7954,U+8E0A,踊,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8E0A
7955,U+8E48,蹈,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8E48
7956,U+8ECC,軌,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8ECC
7957,U+8ED2,軒,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8ED2
7958,U+8F49,轉,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F49
7959,U+8F5F,轟,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F5F
7960,U+8F6B,轫,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F6B
7961,U+8F6F,软,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F6F
7962,U+8F70,轰,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F70
7963,U+8F74,轴,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F74
7964,U+8F7B,轻,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F7B
7965,U+8F88,辈,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F88
7966,U+8F93,输,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F93
7967,U+8F96,辖,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8F96
7968,U+8FA3,辣,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FA3
7969,U+8FA8,辨,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FA8
7970,U+8FBF,辿,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FBF
7971,U+8FC1,迁,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FC1
7972,U+8FC2,迂,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FC2
7973,U+8FC4,迄,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FC4
7974,U+8FC7,过,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FC7
7975,U+8FD8,还,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FD8
7976,U+8FDE,连,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FDE
7977,U+8FED,迭,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FED
7978,U+8FF9,迹,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-8FF9
7979,U+9000,退,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9000
7980,U+9001,送,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9001
7981,U+900A,逊,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-900A
7982,U+900D,逍,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-900D
7983,U+900F,透,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-900F
7984,U+9011,逑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9011
7985,U+9012,递,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9012
7986,U+9017,逗,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9017
7987,U+9019,這,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9019
7988,U+901E,逞,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-901E
7989,U+902E,逮,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-902E
7990,U+9041,遁,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9041
7991,U+904F,遏,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-904F
7992,U+9059,遙,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9059
7993,U+9065,遥,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9065
7994,U+906D,遭,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-906D
7995,U+907F,避,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-907F
7996,U+9095,邕,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9095
7997,U+90A2,邢,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-90A2
7998,U+90B5,邵,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-90B5
7999,U+90C5,郅,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-90C5
8000,U+90DE,郞,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-90DE
8001,U+90F5,郵,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-90F5
8002,U+9109,鄉,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9109
8003,U+9112,鄒,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9112
8004,U+9130,鄰,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9130
8005,U+9148,酈,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9148
8006,U+914E,酎,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-914E
8007,U+917A,酺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-917A
8008,U+9187,醇,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9187
8009,U+91AC,醬,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-91AC
8010,U+91B8,醸,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-91B8
8011,U+91C9,釉,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-91C9
8012,U+91D8,釘,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-91D8
8013,U+91DD,針,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-91DD
8014,U+91E7,釧,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-91E7
8015,U+91F5,釵,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-91F5
8016,U+923A,鈺,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-923A
8017,U+9245,鉅,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9245
8018,U+9264,鉤,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9264
8019,U+9271,鉱,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9271
8020,U+9298,銘,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9298
8021,U+92AD,銭,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-92AD
8022,U+92B3,銳,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-92B3
8023,U+92D2,鋒,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-92D2
8024,U+92F8,鋸,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-92F8
8025,U+9306,錆,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9306
8026,U+9310,錐,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9310
8027,U+9318,錘,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9318
8028,U+931B,錛,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-931B
8029,U+9328,錨,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9328
8030,U+9354,鍔,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9354
8031,U+936C,鍬,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-936C
8032,U+937E,鍾,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-937E
8033,U+938C,鎌,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-938C
8034,U+93DE,鏞,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-93DE
8035,U+93E4,鏤,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-93E4
8036,U+9435,鐵,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9435
8037,U+9438,鐸,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9438
8038,U+9451,鑑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9451
8039,U+946B,鑫,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-946B
8040,U+9474,鑴,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9474
8041,U+949C,钜,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-949C
8042,U+949F,钟,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-949F
8043,U+9519,错,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9519
8044,U+955B,镛,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-955B
8045,U+9583,閃,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9583
8046,U+9589,閉,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9589
8047,U+958F,閏,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-958F
8048,U+9591,閑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9591
8049,U+95C7,闇,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-95C7
8050,U+95DE,闞,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-95DE
8051,U+9600,阀,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9600
8052,U+9601,阁,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9601
8053,U+961C,阜,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-961C
8054,U+9663,陣,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9663
8055,U+966A,陪,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-966A
8056,U+9685,隅,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9685
8057,U+968F,随,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-968F
8058,U+969E,隞,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-969E
8059,U+96A7,隧,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-96A7
8060,U+96B4,隴,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-96B4
8061,U+96B6,隶,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-96B6
8062,U+96C7,雇,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-96C7
8063,U+96D5,雕,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-96D5
8064,U+96DB,雛,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-96DB
8065,U+96EB,雫,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-96EB
8066,U+9700,需,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9700
8067,U+9711,霑,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9711
8068,U+9773,靳,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9773
8069,U+9784,鞄,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9784
8070,U+9785,鞅,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9785
8071,U+978F,鞏,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-978F
8072,U+979E,鞞,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-979E
8073,U+97A0,鞠,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97A0
8074,U+97A5,鞥,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97A5
8075,U+97AD,鞭,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97AD
8076,U+97AE,鞮,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97AE
8077,U+97CB,韋,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97CB
8078,U+97E6,韦,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97E6
8079,U+97E9,韩,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97E9
8080,U+97F6,韶,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-97F6
8081,U+9802,頂,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9802
8082,U+9805,項,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9805
8083,U+980A,頊,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-980A
8084,U+9810,預,1,1.32622984e-09,Lo,letter,CJK UNIFIED IDEOGRAPH-9810
